Shift; Sign on; Sign off; Route; Direction; Variation; Trip; DestinationSign; Stop; RouteDescription; Departure Time; Arrival Time; Ends with runoff
W1547;0713;1103;0043;01;01;2779;182;;Allow Super Gold passes from start of trip;1825;Kilbirnie Shops-Rongotai Rd  ;False;
W1548;0657;1218;0007;02;02;0452;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0757;0827;False;
W1548;0657;1218;0002;01;01;0223;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;0835;0915;False;
W1548;0657;1218;0002;02;02;0236;014;;Kilbirnie Shops - Rongotai Road  ;0921;0933;False;
W1548;0657;1218;0009;01;01;0615;043;Wellington Station (Stop B} ;Aro Street Terminus ;1015;1034;False;
W1548;0657;1218;0009;02;02;0612;042;Wellington Station (Stop D) ;Aro Street Terminus ;1040;1056;False;
W1548;0657;1218;0002;01;01;0243;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1108;1148;False;
W1548;0657;1218;0002;02;02;0256;014;;Kilbirnie Shops - Rongotai Road  ;1151;1203;False;
W1548;0657;1218;0788;01;03;9157;788;;-Display Shool Signs- ;1540;-Roll Destination Signs Show 88 Railway- ;False;
W1548;0657;1218;0022;01;03;2504;131;;Southgate - Terminal ;1635;1715;False;
W1548;0657;1218;0043;01;04;2775;181;;Khandallah Village  ;1740;1815;False;
W1548;0657;1218;0043;01;04;2775;183;;Brandon Street ;1815;1832;True;
W1549;0715;1210;0024;02;02;2608;149;;Kilbirnie Shops-Rongotai Rd  ;0740;0800;False;
W1549;0715;1210;0024;1;1;2607;157;;Kilbirnie Shops - Bay Road ;0840;0903;False;
W1549;0715;1210;0018;01;01;1367;388;;Massey University - Wallace Street  ;0942;1005;False;
W1549;0715;1210;0018;02;02;2412;389;;Victoria University - Kelburn Parade  ;1037;1054;False;
W1549;0715;1210;0018;01;01;1375;388;;Kilbirnie Shops-Rongotai Rd  ;1142;1154;False;
W1549;0715;1210;0707;01;01;9174;707;;-Display School Signs- ;1540;-Roll Destination Sign Show 07RAILWAY STN- ;False;
W1549;0715;1210;0030;01;01;3001;175;;After Hataitai advise Shift W1565 (Beacon Hill;1610;shuttle) of arrival time at Ira St;False;
W1549;0715;1210;0024;02;02;2632;149;;Kilbirnie Shops-Rongotai Rd  ;1710;1730;False;
W1549;0715;1210;0024;1;1;2635;157;;Kilbirnie Shops - Bay Road ;1812;1835;False;
W1550;0716;0949;0018;01;07;1355;398;;Massey University - Wallace Street  ;0742;0759;False;
W1550;0716;0949;0043;01;01;1771;185;;Strathmore Park Terminus ;1304;1330;False;
W1550;0716;0949;0044;01;01;1776;193;;Kilbirnie Shops - Rongotai Road  ;1355;1410;False;
W1550;0716;0949;0024;02;02;2624;149;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1430;1501;False;
W1550;0716;0949;0024;01;01;2621;157;;Kilbirnie Shops - Bay Road ;1520;1543;False;
W1550;0716;0949;0024;02;02;2628;149;;Kilbirnie Shops - Rongotai Road  ;1610;1630;False;
W1550;0716;0949;0006;01;01;0411;032;Wellington Station (Stop A) ;Lyall Bay - Hungerford Road ;1710;1750;True;
W1551;0716;1000;0031;02;02;3048;176;;If traffic in Cobham Dr is congested, travel via;0740;Rongotai Rd and Kilbirnie Cres then back on;False;
W1551;0716;1000;0017;01;05;1321;096;;Victoria University - Kelburn Parade  ;1345;1355;False;
W1551;0716;1000;0017;02;06;1322;099;Wellington Station (Stop D) ;Victoria University - Kelburn Parade  ;1415;1425;False;
W1551;0716;1000;0017;01;05;2377;096;;University Term Only;1435;Victoria University - Kelburn Parade  ;False;
W1551;0716;1000;0017;02;06;2368;099;;University Term Only;1450;Wellington Station (Stop D) ;False;
W1551;0716;1000;0023;01;03;1458;136;;Houghton Bay - The Esplanade ;1525;1602;True;
W1551;0716;1000;0031;01;01;3053;177;;Miramar North - Park Road  ;1720;1757;True;
W1552;0723;1252;0005;02;02;0364;027;;Wellington Station ;0755;0829;False;
W1552;0723;1252;0005;01;03;0357;028;Wellington Station (Stop A) ;Hataitai Terminal ;0833;0900;False;
W1552;0723;1252;0005;02;02;0380;027;;Wellington Station ;0905;0933;True;
W1552;0723;1252;0043;01;01;1769;181;;Kilbirnie Shops-Rongotai Rd  ;1025;1040;False;
W1552;0723;1252;0043;01;01;1769;185;;Wellington Station ;1130;1145;False;
W1552;0723;1252;0003;02;02;1097;064;;Courtenay Place  ;1610;1634;False;
W1552;0723;1252;0003;01;01;1120;067;;Lambton Quay - District Court ;1715;1735;False;
W1553;0726;1250;0018;01;01;1357;388;;Massey University - Wallace Street  ;0752;0815;False;
W1553;0726;1250;0018;02;04;2408;106;;Victoria University - Kelburn Parade  ;0851;0909;False;
W1553;0726;1250;0020;01;01;2473;113;;Courtenay Place  ;1050;1100;False;
W1553;0726;1250;0020;02;02;2474;112;Wellington Station (Stop C) ;Highbury Terminus ;1145;1201;False;
W1553;0726;1250;0010;01;01;0795;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1712;1744;False;
W1553;0726;1250;0010;02;02;0750;048;Wellington Station (Stop D) ;Newtown Park Zoo ;1750;1825;False;
W1553;0726;1250;0004;01;01;2941;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1830;1854;False;
W1554;0726;1210;0031;02;02;3050;176;;If traffic in Cobham Dr is congested, travel via;0750;Rongotai Rd and Kilbirnie Cres then back on;False;
W1554;0726;1210;0045;01;01;2813;205;;Wellington Station ;0840;0843;False;
W1554;0726;1210;0045;02;02;2812;204;;Brandon Street ;0900;0920;False;
W1554;0726;1210;0014;01;21;1643;088;;Kilbirnie Shops-Rongotai Rd  ;0948;0950;False;
W1554;0726;1210;0014;02;22;1610;095;;Wadestown Shops  ;1050;1100;False;
W1554;0726;1210;0704;01;01;9163;704;;Wellington Station ;1522;1540;False;
W1554;0726;1210;0006;01;01;0401;032;Wellington Station (Stop A) ;Lyall Bay - Hungerford Road ;1600;1637;False;
W1554;0726;1210;0020;01;01;2491;113;;Courtenay Place  ;1700;1710;False;
W1554;0726;1210;0020;02;02;2494;112;;Allow Super Gold passes from start of trip;1815;Wellington Station (Stop C) ;False;
W1555;0730;1252;0005;02;02;0366;027;;Wellington Station ;0800;0834;False;
W1555;0730;1252;0007;01;01;0461;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0922;0948;False;
W1555;0730;1252;0007;02;02;0472;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0951;1017;False;
W1555;0730;1252;0007;01;01;0467;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1022;1048;False;
W1555;0730;1252;0007;02;02;0478;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1051;1117;False;
W1555;0730;1252;0007;01;01;0473;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1122;1148;False;
W1555;0730;1252;0007;02;02;0484;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1151;1217;True;
W1555;0730;1252;0021;01;03;3133;118;;Karori Mall at Beauchamp Street ;1705;1740;False;
W1555;0730;1252;0002;01;01;0303;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1800;1842;True;
W1556;0722;1212;0044;01;07;2763;193;;Continues to Raroa Intermediate on School Days;0755;Only ;False;
W1556;0722;1212;0047;02;02;1802;209;;0840;Johnsonville Mall Stop A ;Khandallah Village  ;False;
W1556;0722;1212;0047;01;01;1805;210;;0930;Dance & Drama  ;Victoria University - Kelburn Parade ;False;
W1556;0722;1212;0047;02;02;1806;209;;1020;Johnsonville Mall Stop A ;Khandallah Village  ;False;
W1556;0722;1212;0018;01;03;2407;388;;Massey University - Wallace Street  ;1529;1540;False;
W1556;0722;1212;0018;02;02;2424;389;;Victoria University - Kelburn Parade  ;1617;1634;False;
W1556;0722;1212;0043;01;01;1783;182;;Courtenay Place  ;1735;1804;False;
W1556;0722;1212;0043;01;01;1783;188;;Wellington Station ;1835;1850;False;
W1557;0733;1253;0014;01;21;1603;089;;Kilbirnie Shops-Rongotai Rd  ;0748;0750;False;
W1557;0733;1253;0014;02;22;1608;095;;Wadestown Shops  ;0850;0902;False;
W1557;0733;1253;0043;01;11;1759;185;;Strathmore Park Terminus ;1004;1030;False;
W1557;0733;1253;0044;01;01;1770;193;;Courtenay Place  ;1055;1121;False;
W1557;0733;1253;0044;01;01;1770;201;;Wellington Station ;1200;1214;False;
W1557;0733;1253;0022;01;05;1481;128;;Victoria University - Kelburn Parade  ;1700;1720;False;
W1557;0733;1253;0022;02;02;2514;130;;Victoria University - Kelburn Parade  ;1755;1810;False;
W1558;0730;1255;0772;02;02;9010;772;;-Display School Signs- ;0754;-Roll Destination Sign Show 72 Kilbirnie- ;False;
W1558;0730;1255;0003;02;02;1003;064;;Courtenay Place  ;0830;0857;False;
W1558;0730;1255;0003;01;01;1026;067;;Lambton Quay - District Court ;0935;0957;False;
W1558;0730;1255;0003;02;02;1031;064;;Kilbirnie Depot  ;1045;1051;False;
W1558;0730;1255;0003;01;01;1052;067;;Lambton Quay - District Court ;1145;1203;False;
W1558;0730;1255;0011;01;01;0891;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1645;1734;False;
W1558;0730;1255;0011;02;02;0902;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1755;1844;False;
W1558;0730;1255;0003;01;13;1179;074;;Kilbirnie Shops-Rongotai Rd  ;1853;1924;True;
W1559;0734;1155;0713;02;02;9005;713;;-Display School Signs- ;0800;-Roll Destination Sign Show 13 Basin Reserve- ;False;
W1559;0734;1155;0044;01;01;1766;193;;Courtenay Place  ;0855;0921;False;
W1559;0734;1155;0044;01;01;1766;201;;Wellington Station ;1000;1014;False;
W1559;0734;1155;0043;01;01;1771;181;;Kilbirnie Shops - Rongotai Road  ;1125;1140;False;
W1559;0734;1155;0018;02;02;1370;389;;Miramar Terminus - Darlington Road ;1513;1532;False;
W1559;0734;1155;0018;01;01;1391;388;;Massey University - Wallace Street  ;1535;1558;False;
W1559;0734;1155;0018;02;02;2426;389;;Victoria University - Kelburn Parade  ;1637;1654;False;
W1559;0734;1155;0018;01;01;1399;388;;Massey University - Wallace Street  ;1738;1803;False;
W1560;0730;1227;0011;02;02;0818;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0800;0848;False;
W1560;0730;1227;0007;01;01;0459;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;0902;0928;False;
W1560;0730;1227;0007;02;02;0470;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;0931;0957;False;
W1560;0730;1227;0007;01;01;0465;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1002;1028;False;
W1560;0730;1227;0007;02;02;0476;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1031;1057;False;
W1560;0730;1227;0007;01;01;0471;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1102;1128;False;
W1560;0730;1227;0007;02;02;0482;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1131;1157;True;
W1560;0730;1227;0735;01;01;9178;735;;-Display School Signs- ;1540;-Roll Destination Sign Show 35 Brooklyn- ;False;
W1560;0730;1227;0017;01;01;1333;098;;Victoria University - Kelburn Parade  ;1635;1644;False;
W1560;0730;1227;0017;02;02;1332;100;;Victoria University - Kelburn Parade  ;1705;1722;False;
W1560;0730;1227;0017;01;05;1343;096;;Victoria University - Kelburn Parade  ;1745;1755;False;
W1560;0730;1227;0030;01;01;3017;175;;Seatoun Park - Hector Street ;1810;1837;False;
W1561;0736;1200;0018;01;01;1359;388;;Massey University - Wallace Street  ;0802;0825;False;
W1561;0736;1200;0018;02;02;1360;389;;Victoria University - Kelburn Parade  ;0907;0924;False;
W1561;0736;1200;0018;01;01;1369;388;;Kilbirnie Shops - Rongotai Road  ;1012;1024;False;
W1561;0736;1200;0018;02;02;1364;389;;Victoria University - Kelburn Parade  ;1107;1124;False;
W1561;0736;1200;0744;01;01;9167;744;;-Display School Signs- ;1525;-Roll Destination Show 44 Mairangi- ;False;
W1561;0736;1200;0020;02;02;2486;112;Wellington Station (Stop C) ;Highbury Terminus ;1615;1631;False;
W1561;0736;1200;0020;01;01;2493;113;;Courtenay Place  ;1735;1745;False;
W1561;0736;1200;0003;01;01;1134;067;;Lambton Quay - District Court ;1850;1906;False;
W1562;0737;1118;0002;02;04;0222;014;;Wellington Station ;0757;0830;True;
W1562;0737;1118;0002;01;01;0235;016;Wellington Station (Stop A) ;Miramar Terminus  ;1008;1048;False;
W1562;0737;1118;0002;02;02;0248;014;;Kilbirnie Shops-Rongotai Rd  ;1051;1103;False;
W1562;0737;1118;0001;01;01;0093;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1452;1532;False;
W1562;0737;1118;0001;02;02;0100;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1557;1637;False;
W1562;0737;1118;0001;01;01;0111;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1650;1730;False;
W1562;0737;1118;0001;02;02;0116;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1734;1814;False;
W1562;0737;1118;0001;01;01;0141;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1825;1905;True;
W1563;0740;1031;0005;02;02;0370;027;;Wellington Station ;0810;0844;False;
W1563;0740;1031;0014;01;21;1625;089;;Kilbirnie Shops-Rongotai Rd  ;1348;1350;False;
W1563;0740;1031;0014;02;22;1614;095;;Wadestown Shops  ;1450;1458;False;
W1563;0740;1031;0003;01;19;2237;084;;Lambton Quay - Pastoral House ;1703;1717;False;
W1563;0740;1031;0004;01;01;2939;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1805;1828;False;
W1564;0738;1159;0001;02;02;0024;002;Wellington Station (Stop D) ;Island Bay - Terminus ;0812;0852;False;
W1564;0738;1159;0011;01;01;0827;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;0900;0940;False;
W1564;0738;1159;0011;02;02;0834;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0943;1028;False;
W1564;0738;1159;0022;01;05;1467;128;;Victoria University - Kelburn Parade  ;1530;1545;False;
W1564;0738;1159;0023;02;02;1468;137;;Victoria University - Kelburn Parade  ;1625;1640;False;
W1564;0738;1159;0023;01;01;1483;142;;Courtenay Place  ;1725;1745;False;
W1564;0738;1159;0030;01;03;3019;174;;Seatoun Park - Hector Street ;1840;1904;False;
W1565;0732;1203;0032;02;02;1540;178;;Island Bay - Terminus ;0755;0800;False;
W1565;0732;1203;0022;02;02;1430;130;;Victoria University - Kelburn Parade  ;0845;0900;False;
W1565;0732;1203;0022;01;01;1443;128;;Courtenay Place  ;0945;1005;False;
W1565;0732;1203;0022;02;02;1438;130;;Victoria University - Kelburn Parade  ;1045;1100;False;
W1565;0732;1203;0028;01;01;2721;167;;Ira Street at Broadway  ;1525;1538;False;
W1565;0732;1203;0028;01;01;2723;167;;Ira Street at Broadway  ;1555;1608;False;
W1565;0732;1203;0028;01;01;2725;167;;Wait for Shift 1549 for transferring passengers;1640;Ira Street at Broadway  ;False;
W1565;0732;1203;0028;01;01;2727;167;;Wait for Shift 2514 for transferring passengers;1705;Ira Street at Broadway  ;False;
W1565;0732;1203;0028;01;01;2729;167;;Wait for Shift 1527 for transferring passengers;1725;Ira Street at Broadway  ;False;
W1565;0732;1203;0028;01;01;2731;167;;Wait for Shifts 1158 for transferring passengers,;1745;confirm with shift 1158 prior to departure as;False;
W1565;0732;1203;0028;01;01;2733;167;;Wait for Shift 1156 for trasferring passengers;1805;Ira Street at Broadway  ;False;
W1565;0732;1203;0028;01;01;2735;167;;Wait for Shift 1538 for transferring passengers;1820;Ira Street at Broadway  ;False;
W1566;0739;1248;0002;02;02;0226;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;0810;0900;False;
W1566;0739;1248;0002;01;01;0227;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;0905;0945;False;
W1566;0739;1248;0002;02;02;0240;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;0951;1034;False;
W1566;0739;1248;0009;01;01;0655;043;Wellington Station (Stop B} ;Aro Street Terminus ;1045;1104;False;
W1566;0739;1248;0009;02;02;0614;042;Wellington Station (Stop D) ;Aro Street Terminus ;1110;1126;False;
W1566;0739;1248;0002;01;01;0247;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1138;1218;False;
W1566;0739;1248;0002;02;02;0260;014;;Kilbirnie Shops - Rongotai Road  ;1221;1233;False;
W1566;0739;1248;0043;01;01;1777;185;;Strathmore Park Terminus ;1608;1630;False;
W1566;0739;1248;0044;01;01;1782;194;;Courtenay Place  ;1635;1709;False;
W1566;0739;1248;0044;01;01;1782;201;;Wellington Station ;1740;1755;False;
W1566;0739;1248;0043;01;01;2781;182;;Kilbirnie Shops - Rongotai Road  ;1855;1905;False;
W1567;0740;1310;0004;02;08;1552;021;;Molesworth Street  ;0805;0836;False;
W1567;0740;1310;0003;02;06;2238;060;;Courtenay Place  ;0910;0948;True;
W1567;0740;1310;0002;02;02;0250;014;Wellington Station (Stop D) ;Kilbirnie Shops-Rongotai Rd  ;1118;1149;False;
W1567;0740;1310;0011;01;01;0909;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1200;1240;False;
W1567;0740;1310;0011;02;02;0860;053;;Kilbirnie Shops-Rongotai Rd  ;1243;1255;False;
W1567;0740;1310;0014;01;21;1637;089;;Kilbirnie Shops-Rongotai Rd  ;1648;1650;False;
W1567;0740;1310;0014;02;22;2306;095;;Wadestown Shops  ;1750;1758;False;
W1568;0740;1212;0011;02;02;0820;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0810;0858;False;
W1568;0740;1212;0001;01;01;0043;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1004;1043;False;
W1568;0740;1212;0001;02;02;0050;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1053;1132;True;
W1568;0740;1212;0045;01;01;2815;205;;Khandallah Village  ;1545;1609;False;
W1568;0740;1212;0045;02;02;2814;204;;Brandon Street ;1609;1629;False;
W1568;0740;1212;0004;01;01;2927;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1635;1659;False;
W1568;0740;1212;0022;01;05;1485;128;;Victoria University - Kelburn Parade  ;1730;1745;False;
W1568;0740;1212;0023;02;02;2518;137;;Allow Super Gold passes from start of trip;1825;Victoria University - Kelburn Parade  ;False;
W1569;0718;1146;0768;02;02;9025;768;;-Display School Signs- ;0803;-Roll Destination Sign Show 68 Kilbirnie- ;False;
W1569;0718;1146;0759;01;01;9102;759;;-Display School Signs- ;1505;-Roll Destination Signs Show 59 Seatoun- ;False;
W1569;0718;1146;0043;01;02;2767;182;;Khandallah Village  ;1540;1600;False;
W1569;0718;1146;0043;01;02;2767;183;;Brandon Street ;1600;1617;False;
W1569;0718;1146;0032;01;01;1535;179;;Houghton Bay - The Esplanade ;1700;1732;False;
W1569;0718;1146;0046;01;01;2839;208;;Wellington Station ;1810;1822;False;
W1570;0735;1220;0003;02;12;1153;061;;Courtenay Place  ;0754;0814;False;
W1570;0735;1220;0011;01;01;0821;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;0830;0912;False;
W1570;0735;1220;0011;02;02;0830;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;0913;0958;False;
W1570;0735;1220;0011;01;01;0839;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1015;1055;False;
W1570;0735;1220;0011;02;02;0844;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1058;1141;False;
W1570;0735;1220;0011;01;01;0851;055;Wellington Station (Stop B} ;Kilbirnie Shops-Rongotai Rd  ;1145;1211;False;
W1570;0735;1220;0001;02;02;0098;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1545;1625;False;
W1570;0735;1220;0032;01;01;1533;179;;Houghton Bay - The Esplanade ;1640;1712;True;
W1570;0735;1220;0002;02;02;0298;014;Wellington Station (Stop D) ;Kilbirnie Shops-Rongotai Rd  ;1747;1824;False;
W1570;0735;1220;0002;01;01;0311;016;Wellington Station (Stop A) ;Miramar Terminus  ;1830;1907;False;
W1570;0735;1220;0002;02;02;0308;014;;Kilbirnie Shops-Rongotai Rd  ;1915;1925;False;
W1571;0727;1151;0736;02;02;9231;736;;-Display School Signs- ;0810;via Gipp St, Plymouth St, Messines Rd, R -;False;
W1571;0727;1151;0003;02;02;1015;064;;Courtenay Place  ;0935;1001;False;
W1571;0727;1151;0003;01;01;1038;067;;Lambton Quay - District Court ;1035;1053;False;
W1571;0727;1151;0003;02;02;1041;064;;Kilbirnie Depot  ;1135;1141;False;
W1571;0727;1151;0021;02;08;3126;117;;Lambton Quay - District Court ;1555;1610;False;
W1571;0727;1151;0021;02;08;3126;118;;Farnham Street - Vogeltown Terminus ;1635;1640;False;
W1571;0727;1151;0021;02;08;3132;117;;Lambton Quay - District Court ;1725;1740;False;
W1571;0727;1151;0021;02;08;3132;118;;Farnham Street - Vogeltown Terminus ;1810;1815;False;
W1571;0727;1151;0021;02;04;3136;120;;Lambton Quay - District Court ;1850;1904;False;
W1572;0744;1216;0715;02;02;9007;715;;-Display School Signs- ;0805;-Roll Destination Sign Show 15 Basin Reserve- ;False;
W1572;0744;1216;0003;01;01;1016;067;;Lyall Bay - Hungerford Road ;0931;0937;False;
W1572;0744;1216;0003;02;02;1019;064;;Courtenay Place  ;0955;1021;False;
W1572;0744;1216;0003;01;01;1042;067;;Lambton Quay - District Court ;1055;1112;False;
W1572;0744;1216;0003;02;02;1045;064;;Kilbirnie Depot  ;1155;1201;False;
