Shift; Sign on; Sign off; Route; Direction; Variation; Trip; DestinationSign; Stop; RouteDescription; Departure Time; Arrival Time; Ends with runoff
W1708;0649;0935;0002;02;02;0214;014;Wellington Station (Stop D) ;Miramar Terminus  ;0720;0758;False;
W1708;0649;0935;0002;01;01;0219;016;Wellington Station (Stop A) ;Miramar Terminus  ;0805;0852;True;
W1708;0649;0935;0007;01;01;0491;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1422;1448;False;
W1708;0649;0935;0007;02;02;0559;034;;Brooklyn Shops - Cleveland Street ;1451;1459;False;
W1708;0649;0935;0007;01;01;0497;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1522;1554;False;
W1708;0649;0935;0007;02;02;0508;034;;Brooklyn Shops - Cleveland Street ;1557;1607;False;
W1708;0649;0935;0005;01;01;0373;028;Wellington Station (Stop A) ;Hataitai Terminal ;1700;1728;False;
W1708;0649;0935;0005;01;01;0373;027;;Wellington Station ;1728;1759;False;
W1708;0649;0935;0002;01;03;0305;018;Wellington Station (Stop A) ;Kilbirnie Shops - Bay Road ;1805;1830;True;
W1709;0653;1004;0790;02;02;9022;790;;-Display School Signs- ;0740;-Roll Destination Sign Show 90 Scots College or;False;
W1709;0653;1004;0780;01;01;9050;780;;-Display School Signs- ;0835;-Roll Destination Sign Show 80 Strathmore- (Fare;False;
W1709;0653;1004;0018;01;07;1363;398;;Wellington Hospital ;0852;0912;False;
W1709;0653;1004;0018;01;01;1385;388;;Massey University - Wallace Street  ;1417;1428;False;
W1709;0653;1004;0018;02;02;2422;389;;Victoria University - Kelburn Parade  ;1507;1524;False;
W1709;0653;1004;0018;01;01;1393;388;;Massey University - Wallace Street  ;1608;1633;False;
W1709;0653;1004;0018;02;02;1378;389;;Victoria University - Kelburn Parade  ;1727;1744;False;
W1710;0655;0935;0022;02;08;1427;133;;Molesworth Street  ;0725;0810;False;
W1710;0655;0935;0707;02;02;9035;708;;-Display School Signs- ;0820;-Roll Destination Signs Show 07 SCHOOL BUS (Pick;False;
W1710;0655;0935;0001;02;02;0088;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1441;1521;False;
W1710;0655;0935;0011;01;01;0881;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1530;1619;False;
W1710;0655;0935;0011;02;02;0890;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1625;1718;False;
W1710;0655;0935;0011;01;01;0899;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1725;1814;False;
W1710;0655;0935;0011;02;02;0904;053;;Kilbirnie Shops-Rongotai Rd  ;1825;1835;False;
W1711;0655;0935;0008;02;02;2956;044;;Brooklyn Library ;0745;0754;False;
W1711;0655;0935;0750;02;02;9038;750;;St Patrick’s College - Evans Bay Parade ;0815;0835;True;
W1711;0655;0935;0007;01;01;0493;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1442;1508;False;
W1711;0655;0935;0007;02;02;0504;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1511;1537;False;
W1711;0655;0935;0007;01;01;0499;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1542;1614;False;
W1711;0655;0935;0007;02;02;0510;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1617;1645;False;
W1711;0655;0935;0009;01;01;0645;043;Wellington Station (Stop B} ;Aro Street Terminus ;1650;1711;False;
W1711;0655;0935;0009;02;02;0642;042;Wellington Station (Stop D) ;Aro Street Terminus ;1715;1735;False;
W1711;0655;0935;0005;01;03;0377;028;Wellington Station (Stop A) ;Hataitai Terminal ;1740;1808;False;
W1712;0654;0949;0004;02;06;2926;021;;Via Happy Valley Circuit;0718;Island Bay - Terminus ;False;
W1712;0654;0949;0014;02;18;2224;222;Wellington Station (Stop C) ;Wadestown Shops  ;0810;0817;False;
W1712;0654;0949;0044;01;01;1776;193;;Courtenay Place  ;1410;1421;False;
W1712;0654;0949;0044;01;01;1776;201;;Wellington Station ;1500;1513;False;
W1712;0654;0949;0043;01;01;1781;182;;Courtenay Place  ;1615;1645;False;
W1712;0654;0949;0043;01;01;1781;185;;Wellington Station ;1730;1745;False;
W1713;0634;1101;0003;02;02;0985;064;;Courtenay Place  ;0655;0717;False;
W1713;0634;1101;0683;02;02;9068;683;;-Display School Signs- ;0755;-Roll Destination Sign Show 83 Johnsville or 83;False;
W1713;0634;1101;0046;02;04;9461;202;;School Day Only ;0835;-Show Courtenay Place (Adults can use this;False;
W1713;0634;1101;0003;02;02;1029;064;;Kilbirnie Depot  ;1035;1041;False;
W1713;0634;1101;0020;01;01;2487;113;;Courtenay Place  ;1600;1610;False;
W1713;0634;1101;0020;02;02;2490;112;Wellington Station (Stop C) ;Highbury Terminus ;1715;1731;False;
W1714;0659;0938;0007;02;02;0450;034;;Brooklyn Shops - Cleveland Street ;0752;0800;False;
W1714;0659;0938;0010;01;01;0775;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1425;1449;False;
W1714;0659;0938;0010;02;02;0736;048;Wellington Station (Stop D) ;Newtown Park Zoo ;1455;1529;False;
W1714;0659;0938;0005;01;01;0363;028;Wellington Station (Stop A) ;Hataitai Terminal ;1540;1608;False;
W1714;0659;0938;0005;01;01;0363;027;;Wellington Station ;1608;1637;False;
W1714;0659;0938;0007;01;01;0511;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1648;1720;False;
W1714;0659;0938;0007;02;02;0520;034;;Brooklyn Shops - Cleveland Street ;1726;1736;False;
W1714;0659;0938;0005;01;03;0379;028;Wellington Station (Stop A) ;Hataitai Terminal ;1800;1828;False;
W1715;0700;0934;0003;02;18;2236;060;;Continues to Basin Reserve. School Days Only.;0750;Courtenay Place  ;False;
W1715;0700;0934;0001;01;01;0091;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1440;1520;False;
W1715;0700;0934;0001;02;02;0096;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1533;1613;False;
W1715;0700;0934;0010;01;01;0745;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1632;1702;False;
W1715;0700;0934;0010;02;02;0746;048;Wellington Station (Stop D) ;Newtown Park Zoo ;1710;1743;False;
W1715;0700;0934;0010;01;01;0751;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1752;1819;True;
W1716;0700;1000;0024;02;04;2606;161;;Via Hataitai Village;0725;Kilbirnie Shops - Rongotai Road  ;False;
W1716;0700;1000;0024;01;03;2605;150;;Kilbirnie Shops - Bay Road ;0825;0848;True;
W1716;0700;1000;0020;01;03;2481;113;Wellington Station (Stop V) ;Courtenay Place  ;1440;1452;False;
W1716;0700;1000;0020;02;02;2482;112;Wellington Station (Stop C) ;Highbury Terminus ;1515;1531;False;
W1716;0700;1000;0020;01;01;2489;113;;Courtenay Place  ;1630;1640;False;
W1716;0700;1000;0020;02;02;2492;112;Wellington Station (Stop C) ;Highbury Terminus ;1745;1801;False;
W1717;0700;0950;0030;02;04;3006;172;;If traffic in Cobham Dr is congested, travel via;0725;Rongotai Rd and Kilbirnie Cres then back on;False;
W1717;0700;0950;0043;01;10;2765;182;;Khandallah Village  ;0820;0840;False;
W1717;0700;0950;0043;01;10;2765;188;;Wellington Station ;0845;0907;False;
W1717;0700;0950;0011;01;01;0865;055;;Seatoun Park - Hector Street ;1411;1425;False;
W1717;0700;0950;0011;02;02;0874;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1428;1513;False;
W1717;0700;0950;0005;01;01;0361;028;Wellington Station (Stop A) ;Hataitai Terminal ;1520;1548;False;
W1717;0700;0950;0005;01;01;0361;027;;Wellington Station ;1548;1617;False;
W1717;0700;0950;0005;01;01;0371;028;Wellington Station (Stop A) ;Hataitai Terminal ;1640;1708;False;
W1717;0700;0950;0005;01;01;0371;027;;Wellington Station ;1708;1739;False;
W1717;0700;0950;0011;01;01;0901;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1745;1830;True;
W1718;0702;1005;0678;02;02;9032;678;;-Display School Signs- ;0725;-Roll Destination Sign Show 78 Karori- ;False;
W1718;0702;1005;0044;02;06;2758;197;;Wellington Station ;0845;0903;False;
W1718;0702;1005;0738;01;01;9119;738;;-Display School Signs- ;1510;-Roll Destination Signs Show -38 KARORI PK- ;False;
W1718;0702;1005;0002;01;03;0285;018;Wellington Station (Stop A) ;Kilbirnie Shops - Bay Road ;1625;1652;False;
W1718;0702;1005;0013;01;01;2515;083;;Mairangi Terminus - Norwich Street ;1708;1748;False;
W1718;0702;1005;0023;01;03;2516;136;;Houghton Bay - The Esplanade ;1805;1839;True;
W1719;0703;0950;0670;02;02;9053;670;;-Display School Signs- ;0720;-Roll Destination Sign Show 70 Karori Park- ;False;
W1719;0703;0950;0017;02;04;1304;102;;Victoria University - Kelburn Parade  ;0815;0832;False;
W1719;0703;0950;0002;02;02;0282;014;Wellington Station (Stop D) ;Kilbirnie Shops-Rongotai Rd  ;1518;1555;False;
W1719;0703;0950;0007;01;01;0501;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1600;1632;False;
W1719;0703;0950;0007;02;02;0512;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1635;1703;False;
W1719;0703;0950;0007;01;01;0519;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1714;1746;False;
W1719;0703;0950;0007;02;02;0526;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1750;1818;False;
W1719;0703;0950;0002;01;03;0309;018;Wellington Station (Stop A) ;Kilbirnie Shops - Bay Road ;1825;1845;True;
W1720;0704;1010;0004;02;02;2928;022;;Via Happy Valley Circuit;0728;Island Bay - Terminus ;False;
W1720;0704;1010;0700;02;02;9034;700;;-Display School Signs- ;0820;-Roll Destination Sign Show 00 Basin Reserve- ;False;
W1720;0704;1010;0001;02;02;0154;002;;Wellington Station ;0906;0934;True;
W1720;0704;1010;0739;01;01;9168;739;;-Display School Signs- ;1525;-Roll Destination Sign Show 39 Karori Mall- ;False;
W1720;0704;1010;0017;01;05;1331;096;;University Term Only;1605;Victoria University - Kelburn Parade  ;False;
W1720;0704;1010;0017;02;06;2372;099;Wellington Station (Stop D) ;Victoria University - Kelburn Parade  ;1630;1640;False;
W1720;0704;1010;0008;01;03;2979;039;Wellington Station (Stop B} ;Kowhai Park Terminus ;1655;1722;False;
W1720;0704;1010;0008;02;06;2986;045;;Brooklyn Shops - Cleveland Street ;1725;1734;False;
W1720;0704;1010;0045;01;01;2827;205;;Wellington Station ;1745;1748;False;
W1720;0704;1010;0045;02;02;2826;204;;Brandon Street ;1809;1829;True;
W1721;0705;0945;0022;02;04;1429;123;;Wellington Station ;0735;0810;False;
W1721;0705;0945;0752;02;02;9042;752;;-Display School Signs- ;0815;-Roll Destination Sign Show 52 Kilbirnie- ;False;
W1721;0705;0945;0002;02;02;0274;014;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1418;1449;False;
W1721;0705;0945;0005;01;01;0359;028;Wellington Station (Stop A) ;Hataitai Terminal ;1500;1528;False;
W1721;0705;0945;0005;01;01;0359;027;;Wellington Station ;1528;1557;False;
W1721;0705;0945;0001;01;01;0107;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1604;1644;False;
W1721;0705;0945;0001;02;02;0110;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1658;1738;False;
W1721;0705;0945;0001;01;01;0131;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1750;1830;False;
W1722;0706;0945;0031;02;02;3046;176;;If traffic in Cobham Dr is congested, travel via;0730;Rongotai Rd and Kilbirnie Cres then back on;False;
W1722;0706;0945;0045;01;01;2811;205;;Khandallah Village  ;0820;0840;False;
W1722;0706;0945;0045;02;04;2810;207;;Wellington Station ;0840;0855;False;
W1722;0706;0945;0022;02;02;1456;130;;Victoria University - Kelburn Parade  ;1455;1510;False;
W1722;0706;0945;0022;01;01;1469;128;;Courtenay Place  ;1555;1615;False;
W1722;0706;0945;0007;01;01;0517;036;Wellington Station (Stop B} ;Kingston Terminal - Quebec Street ;1709;1741;False;
W1722;0706;0945;0007;02;02;0524;034;Wellington Station (Stop D) ;Kingston Terminal - Quebec Street ;1744;1812;False;
W1722;0706;0945;0014;01;09;2298;094;Wellington Station (Stop C) ;Kilbirnie Shops - Bay Road ;1820;1847;True;
W1723;0707;0947;0008;01;03;2951;039;Wellington Station (Stop B} ;Kowhai Park Terminus ;0745;0808;False;
W1723;0707;0947;0008;02;02;2960;044;;Brooklyn Library ;0815;0824;False;
W1723;0707;0947;0024;02;02;2626;149;;Kilbirnie Shops-Rongotai Rd  ;1510;1530;False;
W1723;0707;0947;0024;1;1;2623;157;;Kilbirnie Shops - Bay Road ;1612;1635;False;
W1723;0707;0947;0043;01;04;2773;181;;Khandallah Village  ;1715;1750;False;
W1723;0707;0947;0043;01;04;2773;183;;Brandon Street ;1750;1807;False;
W1723;0707;0947;0010;01;01;0783;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1812;1842;True;
W1724;0710;1030;0008;02;02;2958;044;;Brooklyn Library ;0800;0809;False;
W1724;0710;1030;0008;01;01;2969;039;Wellington Station (Stop B} ;Brooklyn Library ;1510;1525;False;
W1724;0710;1030;0008;02;02;2978;044;;Brooklyn Library ;1540;1549;False;
W1724;0710;1030;0008;01;03;2975;039;Wellington Station (Stop B} ;Kowhai Park Terminus ;1610;1637;False;
W1724;0710;1030;0008;02;02;2982;044;;Brooklyn Library ;1640;1649;False;
W1724;0710;1030;0008;01;03;2981;039;Wellington Station (Stop B} ;Kowhai Park Terminus ;1710;1737;False;
W1724;0710;1030;0008;02;04;2988;044;Wellington Station (Stop D) ;Kowhai Park Terminus ;1740;1754;False;
W1724;0710;1030;0001;01;01;0137;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1805;1845;True;
W1725;0711;1014;0621;02;02;9027;621;;-Display School Signs- ;0735;-Roll Destination Sign Show 21 Thordon or 21;False;
W1725;0711;1014;0014;02;06;2226;091;Wellington Station (Stop C) ;Wadestown Shops  ;0825;0832;False;
W1725;0711;1014;0003;02;02;1075;064;;Courtenay Place  ;1431;1451;False;
W1725;0711;1014;0003;01;01;1096;067;;Lambton Quay - District Court ;1525;1543;False;
W1725;0711;1014;0003;02;02;1103;064;;Courtenay Place  ;1635;1704;False;
W1725;0711;1014;0003;01;01;1126;067;;Lambton Quay - District Court ;1745;1803;False;
W1725;0711;1014;0003;02;02;1129;064;;Kilbirnie Depot  ;1850;1854;False;
W1726;0712;1058;0030;02;02;3008;172;;If traffic in Cobham Dr is congested, travel via;0741;Rongotai Rd and Kilbirnie Cres then back on;False;
W1726;0712;1058;0014;01;21;1607;089;;Kilbirnie Shops-Rongotai Rd  ;0848;0850;False;
W1726;0712;1058;0014;02;22;1630;095;;Wadestown Shops  ;0950;1000;False;
W1726;0712;1058;0011;02;02;0882;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1528;1624;False;
W1726;0712;1058;0011;01;01;0889;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1630;1719;False;
W1726;0712;1058;0011;02;02;0900;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1735;1828;True;
W1727;0713;0949;0025;02;04;2646;155;;Molesworth Street  ;0740;0821;False;
W1727;0713;0949;0007;02;06;0464;241;Wellington Station (Stop V) ;Brooklyn Library ;0840;0859;False;
W1727;0713;0949;0002;02;02;0276;014;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1433;1504;False;
W1727;0713;0949;0002;01;01;0275;016;Wellington Station (Stop A) ;Miramar Terminus - Darlington Road ;1510;1554;False;
W1727;0713;0949;0002;02;02;0290;014;Wellington Station (Stop D) ;Miramar Terminus - Darlington Road ;1615;1704;False;
W1727;0713;0949;0009;01;01;0647;043;Wellington Station (Stop B} ;Aro Street Terminus ;1710;1731;False;
W1727;0713;0949;0009;02;02;0644;042;Wellington Station (Stop D) ;Aro Street Terminus ;1735;1755;False;
W1727;0713;0949;0011;01;01;0903;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1800;1842;True;
W1728;0710;1035;0014;02;06;2222;091;Wellington Station (Stop C) ;Wadestown Shops  ;0752;0759;False;
W1728;0710;1035;0032;02;02;1544;178;;Island Bay - Terminus ;0835;0840;False;
W1728;0710;1035;0003;02;02;1079;064;;Courtenay Place  ;1451;1511;False;
W1728;0710;1035;0003;01;01;1102;067;;Lambton Quay - District Court ;1555;1613;False;
W1728;0710;1035;0003;02;02;1111;064;;Courtenay Place  ;1705;1730;False;
W1728;0710;1035;0003;01;01;1130;067;;Lambton Quay - District Court ;1810;1826;False;
W1729;0715;1000;0677;02;02;9228;600;;-Display School Signs- ;0740;-Roll Destnation Sign Show 77 Karori- ;False;
W1729;0715;1000;0667;02;02;9056;667;;-Display School Signs- ;0830;-Roll Destination Sign Show 67 Karori Park- ;False;
W1729;0715;1000;0011;02;02;0876;053;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1455;1538;False;
W1729;0715;1000;0011;01;01;0883;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1545;1634;False;
W1729;0715;1000;0011;02;02;0894;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1650;1743;False;
W1729;0715;1000;0009;01;01;0651;043;Wellington Station (Stop B} ;Aro Street Terminus ;1750;1811;False;
W1729;0715;1000;0009;02;02;0648;042;Wellington Station (Stop D) ;Aro Street Terminus ;1815;1835;True;
W1730;0718;1010;0014;01;11;2289;090;;Hataitai Shops ;0735;0743;False;
W1730;0718;1010;0013;02;02;1408;081;;Lambton Quay - District Court ;0825;0846;False;
W1730;0718;1010;0022;01;01;1463;128;;Courtenay Place  ;1455;1515;False;
W1730;0718;1010;0022;02;02;1466;131;;Victoria University - Kelburn Parade  ;1555;1610;False;
W1730;0718;1010;0022;01;01;1479;128;;Courtenay Place  ;1655;1715;False;
W1731;0719;1240;0002;02;02;0220;014;Wellington Station (Stop D) ;Miramar Terminus  ;0750;0840;False;
W1731;0719;1240;0002;01;01;0225;016;Wellington Station (Stop A) ;Miramar Terminus  ;0850;0930;False;
W1731;0719;1240;0002;02;02;0238;014;Wellington Station (Stop D) ;Miramar Terminus  ;0936;1019;False;
W1731;0719;1240;0011;01;01;0841;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1030;1110;False;
W1731;0719;1240;0011;02;02;0846;053;Wellington Station (Stop D) ;Seatoun Park - Hector Street ;1113;1158;True;
W1731;0719;1240;0009;01;01;0649;043;Wellington Station (Stop B} ;Aro Street Terminus ;1730;1751;False;
W1731;0719;1240;0009;02;02;0646;042;Wellington Station (Stop D) ;Aro Street Terminus ;1755;1815;False;
W1731;0719;1240;0005;01;03;0381;028;Wellington Station (Stop A) ;Allow Super Gold passes from start of trip;1820;Hataitai Terminal ;False;
W1732;0726;1225;0004;02;06;2934;021;;Via Happy Valley Circuit;0750;Island Bay - Terminus ;False;
W1732;0726;1225;0023;02;02;1432;137;;Victoria University - Kelburn Parade  ;0915;0930;False;
W1732;0726;1225;0023;01;01;1445;142;;Courtenay Place  ;1015;1035;False;
W1732;0726;1225;0023;02;02;1440;138;;Victoria University - Kelburn Parade  ;1115;1130;False;
W1732;0726;1225;0014;01;21;1639;089;;Kilbirnie Shops-Rongotai Rd  ;1718;1720;False;
W1732;0726;1225;0014;02;22;1628;095;;Wadestown Shops  ;1820;1828;False;
W1733;0721;0948;0711;02;02;9047;711;;-Display School Signs- ;0746;-Roll Destination Sign Show 11 Basin Reserve- ;False;
W1733;0721;0948;0018;01;09;2401;398;;0830;Kilbirnie Shops-Rongotai Rd  ;Massey University - Wallace Street  ;False;
W1733;0721;0948;0001;01;01;0089;004;Wellington Station (Stop A) ;Island Bay - Terminus ;1428;1507;False;
W1733;0721;0948;0001;02;02;0094;002;Wellington Station (Stop D) ;Island Bay - Terminus ;1520;1600;False;
W1733;0721;0948;0002;01;01;0283;016;Wellington Station (Stop A) ;Miramar Terminus  ;1610;1654;False;
W1733;0721;0948;0002;02;02;0296;014;Wellington Station (Stop D) ;Miramar Terminus  ;1715;1804;False;
W1733;0721;0948;0002;01;01;0307;016;Wellington Station (Stop A) ;Kilbirnie Shops - Bay Road ;1815;1835;False;
W1734;0740;1025;0030;02;04;3014;172;;If traffic in Cobham Dr is congested, travel via;0805;Rongotai Rd and Kilbirnie Cres then back on;False;
W1734;0740;1025;0044;01;01;1778;193;;Courtenay Place  ;1455;1526;False;
W1734;0740;1025;0044;01;01;1778;201;;Wellington Station ;1610;1625;False;
W1734;0740;1025;0044;01;01;1786;195;;Courtenay Place  ;1715;1749;False;
W1734;0740;1025;0044;01;01;1786;201;;Allow Super Gold passes from start of trip;1820;Wellington Station ;False;
W1735;0722;1100;0023;02;04;1433;134;;Newtown Park Zoo ;0745;0755;False;
W1735;0722;1100;0003;02;02;1005;064;;Karori Park ;0919;0935;False;
W1735;0722;1100;0003;01;01;1028;067;;Lambton Quay - District Court ;0945;1003;False;
W1735;0722;1100;0740;01;01;9166;740;Basin Reserve (School Stop) ;-Display School Signs- ;1525;-Roll Destination Sign Show 40 Karori Pk- ;False;
W1735;0722;1100;0018;02;02;1374;389;;Victoria University - Kelburn Parade  ;1557;1614;False;
W1735;0722;1100;0018;01;01;1397;388;;Massey University - Wallace Street  ;1708;1733;False;
W1735;0722;1100;0018;02;04;2430;106;;Allow Super Gold passes from start of trip;1827;Victoria University - Kelburn Parade  ;False;
W1736;0722;1001;0032;02;02;1536;178;;Island Bay - Terminus ;0745;0750;False;
W1736;0722;1001;0700;02;02;9037;700;;-Display School Signs- ;0820;-Roll Destination Sign Show 00 Basin Reserve- ;False;
W1736;0722;1001;0014;01;21;1627;088;;Kilbirnie Shops-Rongotai Rd  ;1418;1420;False;
W1736;0722;1001;0014;02;22;1624;095;;Wilton Terminus - Wilton Road ;1515;1520;False;
W1736;0722;1001;0003;01;17;2253;071;Minimum Fare 3 Zones from all City Stops, normal;Courtenay Place  ;1702;fares from Stop F Lambton Quay;False;
W1736;0722;1001;0020;01;03;2495;113;Wellington Station (Stop V) ;Courtenay Place  ;1810;1821;False;
W1736;0722;1001;0018;02;08;1380;106;;Victoria University - Kelburn Parade  ;1840;1847;False;
W1737;0723;1032;0025;02;02;2648;152;Wellington Station (Stop D) ;Strathmore Park Terminus ;0750;0832;False;
W1737;0723;1032;0024;02;02;2614;149;;Kilbirnie Shops - Rongotai Road  ;0910;0930;False;
W1737;0723;1032;0651;01;01;9207;651;;-Display School Signs- ;1500;-Roll Destination Signs Show 51 Breaker Bay-;False;
W1737;0723;1032;0793;01;01;9154;793;;-Display School Signs- ;1525;-Roll Destination Signs Show 93 Karori- ;False;
W1737;0723;1032;0003;01;13;1163;074;;Kilbirnie Shops - Rongotai Road  ;1637;1710;False;
W1737;0723;1032;0014;01;07;2307;088;;Wilton Terminus - Wilton Road ;1722;1753;False;
W1737;0723;1032;0031;01;01;3059;177;;Allow Super Gold passes from start of trip;1820;Miramar North - Park Road  ;False;
W1738;0713;0958;0003;02;02;0993;064;;Courtenay Place  ;0740;0800;False;
W1738;0713;0958;0003;01;01;1016;067;;Lambton Quay - District Court ;0840;0902;False;
W1738;0713;0958;0018;02;02;2418;389;;Miramar Terminus - Darlington Road ;1413;1432;False;
W1738;0713;0958;0018;01;01;1387;388;;Massey University - Wallace Street  ;1435;1458;False;
W1738;0713;0958;0018;02;02;1372;389;;Victoria University - Kelburn Parade  ;1537;1554;False;
W1738;0713;0958;0018;01;01;1395;388;;Massey University - Wallace Street  ;1638;1703;False;
W1738;0713;0958;0018;02;02;2428;389;;Victoria University - Kelburn Parade  ;1757;1813;False;
W1739;0723;1003;0685;02;02;9014;685;;Display SCHOOL Signs ;0810;Roll Destination Signs show 85 Johnsonville ;False;
W1739;0723;1003;0754;01;01;9128;754;;-Display School Signs- ;1530;-Roll Destination Sign Show 54 Railway Station- ;False;
W1739;0723;1003;0031;01;01;3043;177;;Miramar North - Park Road  ;1605;1642;False;
W1739;0723;1003;0044;01;01;1784;193;;Courtenay Place  ;1655;1729;False;
W1739;0723;1003;0044;01;01;1784;201;;Wellington Station ;1800;1815;False;
W1740;0724;1019;0006;02;04;0402;033;;Molesworth St ;0745;0833;False;
W1740;0724;1019;0043;01;11;1759;181;;Khandallah Village  ;0851;0925;False;
W1740;0724;1019;0043;01;11;1759;185;;Wellington Station ;0930;0945;False;
W1740;0724;1019;0020;01;01;2483;113;;Courtenay Place  ;1500;1510;False;
W1740;0724;1019;0020;02;02;2484;112;Wellington Station (Stop C) ;Highbury Terminus ;1545;1601;False;
W1740;0724;1019;0043;01;04;2771;181;;Khandallah Village  ;1700;1735;False;
W1740;0724;1019;0043;01;04;2771;183;;Brandon Street ;1735;1752;False;
W1740;0724;1019;0045;01;01;2829;205;;Khandallah Village  ;1805;1829;False;
W1740;0724;1019;0045;02;02;2828;204;;Allow Super Gold passes from start of trip;1829;Brandon Street ;False;
W1741;0725;1025;0030;02;04;3010;172;;If traffic in Cobham Dr is congested, travel via;0750;Rongotai Rd and Kilbirnie Cres then back on;False;
W1741;0725;1025;0002;02;02;0278;014;Wellington Station (Stop D) ;Kilbirnie Shops - Rongotai Road  ;1448;1519;False;
W1741;0725;1025;0010;01;01;0773;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1525;1557;False;
W1741;0725;1025;0010;02;02;0740;048;Wellington Station (Stop D) ;Newtown Park Zoo ;1600;1637;False;
W1741;0725;1025;0010;01;01;0741;050;Wellington Station (Stop B} ;Newtown Park Zoo ;1652;1724;False;
W1741;0725;1025;0010;02;02;0748;048;Wellington Station (Stop D) ;Newtown Park Zoo ;1730;1805;False;
W1741;0725;1025;0011;01;01;0905;055;Wellington Station (Stop B} ;Seatoun Park - Hector Street ;1815;1852;False;
W1741;0725;1025;0011;02;02;0906;053;;Kilbirnie Shops - Rongotai Road  ;1855;1905;False;
W1742;0727;1100;0030;02;02;3012;172;;If traffic in Cobham Dr is congested, travel via;0756;Rongotai Rd and Kilbirnie Cres then back on;False;
W1742;0727;1100;0030;02;04;1512;172;;Seatoun Park - Hector Street ;0925;0935;False;
W1742;0727;1100;0008;01;01;2971;039;Wellington Station (Stop B} ;Brooklyn Library ;1540;1556;False;
W1742;0727;1100;0008;02;02;2980;044;;Brooklyn Library ;1610;1619;False;
W1742;0727;1100;0008;01;03;2977;040;Wellington Station (Stop B} ;Minimum Fare 2 Zones;1640;Kowhai Park Terminus ;False;
W1742;0727;1100;0008;02;02;2984;044;;Brooklyn Library ;1710;1719;False;
W1742;0727;1100;0008;01;03;2985;039;Wellington Station (Stop B} ;Kowhai Park Terminus ;1740;1807;False;
W1742;0727;1100;0008;02;04;2990;044;Wellington Station (Stop D) ;Kowhai Park Terminus ;1810;1834;True;
W1743;0727;1007;0032;02;02;1538;178;;Island Bay - Terminus ;0750;0755;False;
W1743;0727;1007;0003;01;05;2231;073;;Karori Mall - Karori Road  ;1448;1517;False;
W1743;0727;1007;0004;01;01;2925;024;Wellington Station (Stop A) ;Island Bay - Terminus ;1605;1628;False;
W1743;0727;1007;0005;01;03;0375;028;Wellington Station (Stop A) ;Hataitai Terminal ;1720;1748;False;
W1743;0727;1007;0044;01;04;2777;193;;Wellington Station ;1800;1811;False;
W1743;0727;1007;0044;01;04;2777;196;;Brandon Street ;1835;1852;True;
W1744;0730;1030;0024;02;04;2610;161;;Via Hataitai Village;0755;Kilbirnie Shops-Rongotai Rd  ;False;
W1744;0730;1030;0003;01;01;1082;067;;Lyall Bay - Hungerford Road ;1503;1510;False;
W1744;0730;1030;0003;02;02;1085;064;;Courtenay Place  ;1515;1543;False;
W1744;0730;1030;0003;01;01;1110;067;;Lambton Quay - District Court ;1625;1645;False;
